Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
Rural population (% of total population),SP.RUR.TOTL.ZS,Zambia,ZMB,55.371
Rural population (% of total population),SP.RUR.TOTL.ZS,Zimbabwe,ZWE,67.758
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Afghanistan,AFG,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Africa Eastern and Southern,AFE,58.6572067185496
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Africa Western and Central,AFW,38.1418438090968
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Albania,ALB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Algeria,DZA,5.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,American Samoa,ASM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Andorra,AND,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Angola,AGO,39
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Antigua and Barbuda,ATG,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Arab World,ARB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Argentina,ARG,4.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Armenia,ARM,3.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Aruba,ABW,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Australia,AUS,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Austria,AUT,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Azerbaijan,AZE,6.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Bahamas, The",BHS,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bahrain,BHR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bangladesh,BGD,43.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Barbados,BRB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belarus,BLR,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belgium,BEL,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Belize,BLZ,23.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Benin,BEN,46
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bermuda,BMU,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bhutan,BTN,6.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bolivia,BOL,11.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bosnia and Herzegovina,BIH,1.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Botswana,BWA,6.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Brazil,BRA,13.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,British Virgin Islands,VGB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Brunei Darussalam,BRN,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Bulgaria,BGR,3.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Burkina Faso,BFA,54.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Burundi,BDI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cabo Verde,CPV,11
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cambodia,KHM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cameroon,CMR,39.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Canada,CAN,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Caribbean small states,CSS,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cayman Islands,CYM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Central African Republic,CAF,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Central Europe and the Baltics,CEB,0.660470024871726
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Chad,TCD,60.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Channel Islands,CHI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Chile,CHL,8.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,China,CHN,6.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Colombia,COL,11.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Comoros,COM,34.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Congo, Dem. Rep.",COD,84.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Congo, Rep.",COG,66.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Costa Rica,CRI,7.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cote d'Ivoire,CIV,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Croatia,HRV,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cuba,CUB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Curacao,CUW,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Cyprus,CYP,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Czech Republic,CZE,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Denmark,DNK,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Djibouti,DJI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Dominica,DMA,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Dominican Republic,DOM,5.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Early-demographic dividend,EAR,21.5237337588465
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,East Asia & Pacific,EAS,7.22941724515312
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,East Asia & Pacific (excluding high income),EAP,7.96014036951009
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,7.96014036951009
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ecuador,ECU,15.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Egypt, Arab Rep.",EGY,9.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,El Salvador,SLV,7.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Equatorial Guinea,GNQ,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Eritrea,ERI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Estonia,EST,2.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Eswatini,SWZ,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ethiopia,ETH,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Euro area,EMU,0.132432644881791
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Europe & Central Asia,ECS,2.46756111556885
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Europe & Central Asia (excluding high income),ECA,5.36998685463892
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,4.87102937032515
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,European Union,EUU,0.184346439028025
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Faroe Islands,FRO,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Fiji,FJI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Finland,FIN,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Fragile and conflict affected situations,FCS,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,France,FRA,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,French Polynesia,PYF,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Gabon,GAB,6.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Gambia, The",GMB,31.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Georgia,GEO,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Germany,DEU,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ghana,GHA,18.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Gibraltar,GIB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Greece,GRC,0.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Greenland,GRL,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Grenada,GRD,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guam,GUM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guatemala,GTM,17.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guinea,GIN,46.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guinea-Bissau,GNB,61.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Guyana,GUY,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Haiti,HTI,73.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Heavily indebted poor countries (HIPC),HPC,59.3184875707342
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,High income,HIC,0.260465967028408
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Honduras,HND,32.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Hong Kong SAR, China",HKG,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Hungary,HUN,0.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,IBRD only,IBD,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Iceland,ISL,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,IDA & IBRD total,IBT,20.0782376799821
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,IDA blend,IDB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,IDA only,IDX,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,IDA total,IDA,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,India,IND,24.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Indonesia,IDN,10.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Iran, Islamic Rep.",IRN,15.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Iraq,IRQ,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Ireland,IRL,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Isle of Man,IMN,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Israel,ISR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Italy,ITA,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Jamaica,JAM,10.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Japan,JPN,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Jordan,JOR,7.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kazakhstan,KAZ,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kenya,KEN,36.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kiribati,KIR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Korea, Dem. People's Rep.",PRK,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Korea, Rep.",KOR,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kosovo,XKX,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kuwait,KWT,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kyrgyz Republic,KGZ,33.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lao PDR,LAO,29
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Late-demographic dividend,LTE,7.12443293111703
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Latin America & Caribbean,LCN,11.7597435364438
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Latin America & Caribbean (excluding high income),LAC,11.9395257959497
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,11.7597435364438
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Latvia,LVA,10.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Least developed countries: UN classification,LDC,58.3061552633262
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lebanon,LBN,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lesotho,LSO,38.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Liberia,LBR,18.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Libya,LBY,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Liechtenstein,LIE,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lithuania,LTU,2.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Low & middle income,LMY,20.3054883101569
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Low income,LIC,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Lower middle income,LMC,25.0300031023044
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Luxembourg,LUX,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Macao SAR, China",MAC,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Madagascar,MDG,80.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malawi,MWI,67.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malaysia,MYS,3.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Maldives,MDV,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mali,MLI,53.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Malta,MLT,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Marshall Islands,MHL,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mauritania,MRT,30
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mauritius,MUS,1.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mexico,MEX,5.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Micronesia, Fed. Sts.",FSM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Middle East & North Africa,MEA,10.4311761722734
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Middle East & North Africa (excluding high income),MNA,10.7746546673997
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,10.7746546673997
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Middle income,MIC,17.1561690479346
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Moldova,MDA,1.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Monaco,MCO,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mongolia,MNG,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Montenegro,MNE,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Morocco,MAR,12.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mozambique,MOZ,65.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Myanmar,MMR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Namibia,NAM,21.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nauru,NRU,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nepal,NPL,60.3
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Netherlands,NLD,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,New Caledonia,NCL,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,New Zealand,NZL,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nicaragua,NIC,32.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Niger,NER,72
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Nigeria,NGA,30.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,North America,NAC,0.179316278492209
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,North Macedonia,MKD,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Northern Mariana Islands,MNP,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Norway,NOR,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Not classified,INX,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,OECD members,OED,1.26795625483348
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Oman,OMN,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Other small states,OSS,21.7245155373568
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Pacific island small states,PSS,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Pakistan,PAK,31.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Palau,PLW,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Panama,PAN,9.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Papua New Guinea,PNG,16.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Paraguay,PRY,15.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Peru,PER,7.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Philippines,PHL,17
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Poland,POL,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Portugal,PRT,0.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Post-demographic dividend,PST,0.145633676116598
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Pre-demographic dividend,PRE,52.2419057742122
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Puerto Rico,PRI,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Qatar,QAT,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Romania,ROU,0.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Russian Federation,RUS,2.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Rwanda,RWA,54.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Samoa,WSM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,San Marino,SMR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sao Tome and Principe,STP,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Saudi Arabia,SAU,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Senegal,SEN,27.7
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Serbia,SRB,1.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Seychelles,SYC,2.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sierra Leone,SLE,47.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Singapore,SGP,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sint Maarten (Dutch part),SXM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Slovak Republic,SVK,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Slovenia,SVN,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Small states,SST,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Solomon Islands,SLB,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Somalia,SOM,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,South Africa,ZAF,27.5
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,South Asia,SAS,27.2332300011355
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,South Asia (IDA & IBRD),TSA,27.2332300011355
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,South Sudan,SSD,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Spain,ESP,0.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sri Lanka,LKA,14.8
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,St. Kitts and Nevis,KNA,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,St. Lucia,LCA,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,St. Martin (French part),MAF,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,St. Vincent and the Grenadines,VCT,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sub-Saharan Africa,SSF,49.0629088715406
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sub-Saharan Africa (excluding high income),SSA,49.067929409012
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,49.0629088715406
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sudan,SDN,46.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Suriname,SUR,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Sweden,SWE,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Switzerland,CHE,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Syrian Arab Republic,SYR,14
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Tajikistan,TJK,38.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Tanzania,TZA,73.6
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Thailand,THA,4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Timor-Leste,TLS,49.1
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Togo,TGO,68.9
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Tonga,TON,..
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Trinidad and Tobago,TTO,..
